Product,Week No.,Weekly Sales,Total Sales,Average Weekly Demand,Standard Deviation
A-002,5,0,1070,13.71794872,67.45289794
A-002,6,0,1070,13.71794872,67.45289794
A-002,7,0,1070,13.71794872,67.45289794
A-002,8,0,1070,13.71794872,67.45289794
A-002,9,0,1070,13.71794872,67.45289794
A-002,10,0,1070,13.71794872,67.45289794
A-002,11,0,1070,13.71794872,67.45289794
A-002,12,0,1070,13.71794872,67.45289794
A-002,13,0,1070,13.71794872,67.45289794
A-002,14,0,1070,13.71794872,67.45289794
A-002,15,0,1070,13.71794872,67.45289794
A-002,16,0,1070,13.71794872,67.45289794
A-002,17,0,1070,13.71794872,67.45289794
A-002,18,0,1070,13.71794872,67.45289794
A-002,19,0,1070,13.71794872,67.45289794
A-002,20,0,1070,13.71794872,67.45289794
A-002,21,0,1070,13.71794872,67.45289794
A-002,22,0,1070,13.71794872,67.45289794
A-002,23,0,1070,13.71794872,67.45289794
A-002,24,0,1070,13.71794872,67.45289794
A-002,25,0,1070,13.71794872,67.45289794
A-002,26,0,1070,13.71794872,67.45289794
A-002,27,0,1070,13.71794872,67.45289794
A-002,28,0,1070,13.71794872,67.45289794
A-002,29,0,1070,13.71794872,67.45289794
A-002,30,0,1070,13.71794872,67.45289794
A-002,31,0,1070,13.71794872,67.45289794
A-002,32,0,1070,13.71794872,67.45289794
A-002,33,0,1070,13.71794872,67.45289794
A-002,34,0,1070,13.71794872,67.45289794
A-002,35,0,1070,13.71794872,67.45289794
A-002,36,0,1070,13.71794872,67.45289794
A-002,37,0,1070,13.71794872,67.45289794
A-002,38,0,1070,13.71794872,67.45289794
A-002,39,0,1070,13.71794872,67.45289794
A-002,40,0,1070,13.71794872,67.45289794
A-002,41,0,1070,13.71794872,67.45289794
A-002,42,0,1070,13.71794872,67.45289794
A-002,43,0,1070,13.71794872,67.45289794
A-002,44,0,1070,13.71794872,67.45289794
A-002,45,0,1070,13.71794872,67.45289794
A-002,46,0,1070,13.71794872,67.45289794
A-002,47,18,1070,13.71794872,67.45289794
A-002,48,2,1070,13.71794872,67.45289794
A-002,49,0,1070,13.71794872,67.45289794
A-002,50,0,1070,13.71794872,67.45289794
A-002,51,0,1070,13.71794872,67.45289794
A-002,52,0,1070,13.71794872,67.45289794
A-002,53,0,1070,13.71794872,67.45289794
A-002,54,0,1070,13.71794872,67.45289794
A-002,55,0,1070,13.71794872,67.45289794
A-002,56,0,1070,13.71794872,67.45289794
A-002,57,90,1070,13.71794872,67.45289794
A-002,58,0,1070,13.71794872,67.45289794
A-002,59,9,1070,13.71794872,67.45289794
A-002,60,0,1070,13.71794872,67.45289794
A-002,61,10,1070,13.71794872,67.45289794
A-002,62,0,1070,13.71794872,67.45289794
A-002,63,31,1070,13.71794872,67.45289794
A-002,64,8,1070,13.71794872,67.45289794
A-002,65,4,1070,13.71794872,67.45289794
A-002,66,11,1070,13.71794872,67.45289794
A-002,67,4,1070,13.71794872,67.45289794
A-002,68,3,1070,13.71794872,67.45289794
A-002,69,4,1070,13.71794872,67.45289794
A-002,70,32,1070,13.71794872,67.45289794
A-002,71,74,1070,13.71794872,67.45289794
A-002,72,1,1070,13.71794872,67.45289794
A-002,73,134,1070,13.71794872,67.45289794
A-002,74,19,1070,13.71794872,67.45289794
A-002,75,25,1070,13.71794872,67.45289794
A-002,76,574,1070,13.71794872,67.45289794
A-002,77,17,1070,13.71794872,67.45289794
A-003,0,1,683,8.756410256,11.52544998
A-003,1,6,683,8.756410256,11.52544998
A-003,2,27,683,8.756410256,11.52544998
A-003,3,10,683,8.756410256,11.52544998
A-003,4,3,683,8.756410256,11.52544998
A-003,5,21,683,8.756410256,11.52544998
A-003,6,4,683,8.756410256,11.52544998
A-003,7,8,683,8.756410256,11.52544998
A-003,8,4,683,8.756410256,11.52544998
A-003,9,6,683,8.756410256,11.52544998
A-003,10,7,683,8.756410256,11.52544998
A-003,11,2,683,8.756410256,11.52544998
A-003,12,7,683,8.756410256,11.52544998
A-003,13,2,683,8.756410256,11.52544998
A-003,14,0,683,8.756410256,11.52544998
A-003,15,6,683,8.756410256,11.52544998
A-003,16,4,683,8.756410256,11.52544998
A-003,17,3,683,8.756410256,11.52544998
A-003,18,3,683,8.756410256,11.52544998
A-003,19,4,683,8.756410256,11.52544998
A-003,20,7,683,8.756410256,11.52544998
A-003,21,10,683,8.756410256,11.52544998
A-003,22,5,683,8.756410256,11.52544998
A-003,23,0,683,8.756410256,11.52544998
A-003,24,6,683,8.756410256,11.52544998
A-003,25,11,683,8.756410256,11.52544998
A-003,26,6,683,8.756410256,11.52544998
A-003,27,12,683,8.756410256,11.52544998
A-003,28,8,683,8.756410256,11.52544998
A-003,29,7,683,8.756410256,11.52544998
A-003,30,14,683,8.756410256,11.52544998
A-003,31,7,683,8.756410256,11.52544998
A-003,32,11,683,8.756410256,11.52544998
A-003,33,84,683,8.756410256,11.52544998
A-003,34,9,683,8.756410256,11.52544998
A-003,35,6,683,8.756410256,11.52544998
A-003,36,6,683,8.756410256,11.52544998
A-003,37,8,683,8.756410256,11.52544998
A-003,38,7,683,8.756410256,11.52544998
A-003,39,7,683,8.756410256,11.52544998
A-003,40,9,683,8.756410256,11.52544998
A-003,41,2,683,8.756410256,11.52544998
A-003,42,3,683,8.756410256,11.52544998
A-003,43,6,683,8.756410256,11.52544998
A-003,44,4,683,8.756410256,11.52544998
A-003,45,4,683,8.756410256,11.52544998
A-003,46,8,683,8.756410256,11.52544998
A-003,47,16,683,8.756410256,11.52544998
A-003,48,9,683,8.756410256,11.52544998
A-003,49,4,683,8.756410256,11.52544998
A-003,50,1,683,8.756410256,11.52544998
A-003,51,0,683,8.756410256,11.52544998
A-003,52,2,683,8.756410256,11.52544998
A-003,53,3,683,8.756410256,11.52544998
A-003,54,2,683,8.756410256,11.52544998
A-003,55,5,683,8.756410256,11.52544998
A-003,56,4,683,8.756410256,11.52544998
A-003,57,0,683,8.756410256,11.52544998
A-003,58,3,683,8.756410256,11.52544998
A-003,59,6,683,8.756410256,11.52544998
A-003,60,33,683,8.756410256,11.52544998
A-003,61,36,683,8.756410256,11.52544998
A-003,62,25,683,8.756410256,11.52544998
A-003,63,26,683,8.756410256,11.52544998
A-003,64,27,683,8.756410256,11.52544998
A-003,65,28,683,8.756410256,11.52544998
A-003,66,7,683,8.756410256,11.52544998
A-003,67,3,683,8.756410256,11.52544998
A-003,68,2,683,8.756410256,11.52544998
A-003,69,6,683,8.756410256,11.52544998
A-003,70,7,683,8.756410256,11.52544998
A-003,71,4,683,8.756410256,11.52544998
A-003,72,4,683,8.756410256,11.52544998
A-003,73,3,683,8.756410256,11.52544998
A-003,74,6,683,8.756410256,11.52544998
A-003,75,7,683,8.756410256,11.52544998
A-003,76,7,683,8.756410256,11.52544998
A-003,77,2,683,8.756410256,11.52544998
A-004,0,481,44194,566.5897436,116.5902399
A-004,1,539,44194,566.5897436,116.5902399
A-004,2,642,44194,566.5897436,116.5902399
A-004,3,470,44194,566.5897436,116.5902399
A-004,4,563,44194,566.5897436,116.5902399
A-004,5,765,44194,566.5897436,116.5902399
A-004,6,618,44194,566.5897436,116.5902399
A-004,7,631,44194,566.5897436,116.5902399
A-004,8,655,44194,566.5897436,116.5902399
A-004,9,546,44194,566.5897436,116.5902399
A-004,10,584,44194,566.5897436,116.5902399
A-004,11,503,44194,566.5897436,116.5902399
A-004,12,498,44194,566.5897436,116.5902399
A-004,13,601,44194,566.5897436,116.5902399
A-004,14,591,44194,566.5897436,116.5902399
A-004,15,625,44194,566.5897436,116.5902399
A-004,16,521,44194,566.5897436,116.5902399
A-004,17,659,44194,566.5897436,116.5902399
A-004,18,500,44194,566.5897436,116.5902399
A-004,19,607,44194,566.5897436,116.5902399
A-004,20,639,44194,566.5897436,116.5902399
A-004,21,632,44194,566.5897436,116.5902399
A-004,22,573,44194,566.5897436,116.5902399
A-004,23,458,44194,566.5897436,116.5902399
A-004,24,846,44194,566.5897436,116.5902399
A-004,25,417,44194,566.5897436,116.5902399
A-004,26,563,44194,566.5897436,116.5902399
A-004,27,570,44194,566.5897436,116.5902399
A-004,28,749,44194,566.5897436,116.5902399
A-004,29,545,44194,566.5897436,116.5902399
A-004,30,657,44194,566.5897436,116.5902399
A-004,31,612,44194,566.5897436,116.5902399
A-004,32,649,44194,566.5897436,116.5902399
A-004,33,663,44194,566.5897436,116.5902399
A-004,34,631,44194,566.5897436,116.5902399
A-004,35,577,44194,566.5897436,116.5902399
A-004,36,644,44194,566.5897436,116.5902399
A-004,37,461,44194,566.5897436,116.5902399
A-004,38,666,44194,566.5897436,116.5902399
A-004,39,632,44194,566.5897436,116.5902399
A-004,40,674,44194,566.5897436,116.5902399
A-004,41,583,44194,566.5897436,116.5902399
A-004,42,615,44194,566.5897436,116.5902399
A-004,43,449,44194,566.5897436,116.5902399
A-004,44,701,44194,566.5897436,116.5902399
A-004,45,577,44194,566.5897436,116.5902399
A-004,46,620,44194,566.5897436,116.5902399
A-004,47,625,44194,566.5897436,116.5902399
A-004,48,482,44194,566.5897436,116.5902399
A-004,49,546,44194,566.5897436,116.5902399
A-004,50,335,44194,566.5897436,116.5902399
A-004,51,7,44194,566.5897436,116.5902399
A-004,52,270,44194,566.5897436,116.5902399
A-004,53,571,44194,566.5897436,116.5902399
A-004,54,641,44194,566.5897436,116.5902399
A-004,55,547,44194,566.5897436,116.5902399
A-004,56,480,44194,566.5897436,116.5902399
A-004,57,662,44194,566.5897436,116.5902399
A-004,58,554,44194,566.5897436,116.5902399
A-004,59,586,44194,566.5897436,116.5902399
A-004,60,666,44194,566.5897436,116.5902399
A-004,61,484,44194,566.5897436,116.5902399
A-004,62,587,44194,566.5897436,116.5902399
A-004,63,444,44194,566.5897436,116.5902399
A-004,64,551,44194,566.5897436,116.5902399
A-004,65,760,44194,566.5897436,116.5902399
A-004,66,419,44194,566.5897436,116.5902399
A-004,67,440,44194,566.5897436,116.5902399
A-004,68,575,44194,566.5897436,116.5902399
A-004,69,622,44194,566.5897436,116.5902399
A-004,70,480,44194,566.5897436,116.5902399
A-004,71,565,44194,566.5897436,116.5902399
A-004,72,673,44194,566.5897436,116.5902399
A-004,73,593,44194,566.5897436,116.5902399
A-004,74,499,44194,566.5897436,116.5902399
A-004,75,532,44194,566.5897436,116.5902399
A-004,76,635,44194,566.5897436,116.5902399
A-004,77,361,44194,566.5897436,116.5902399
A-005,0,334,25159,322.5512821,104.8995373
A-005,1,283,25159,322.5512821,104.8995373
A-005,2,234,25159,322.5512821,104.8995373
A-005,3,202,25159,322.5512821,104.8995373
A-005,4,317,25159,322.5512821,104.8995373
A-005,5,306,25159,322.5512821,104.8995373
A-005,6,304,25159,322.5512821,104.8995373
A-005,7,339,25159,322.5512821,104.8995373
A-005,8,599,25159,322.5512821,104.8995373
A-005,9,244,25159,322.5512821,104.8995373
A-005,10,404,25159,322.5512821,104.8995373
A-005,11,471,25159,322.5512821,104.8995373
A-005,12,363,25159,322.5512821,104.8995373
A-005,13,461,25159,322.5512821,104.8995373
A-005,14,277,25159,322.5512821,104.8995373
A-005,15,241,25159,322.5512821,104.8995373
A-005,16,350,25159,322.5512821,104.8995373
A-005,17,367,25159,322.5512821,104.8995373
A-005,18,274,25159,322.5512821,104.8995373
A-005,19,296,25159,322.5512821,104.8995373
A-005,20,345,25159,322.5512821,104.8995373
A-005,21,373,25159,322.5512821,104.8995373
A-005,22,316,25159,322.5512821,104.8995373
A-005,23,256,25159,322.5512821,104.8995373
A-005,24,473,25159,322.5512821,104.8995373
A-005,25,327,25159,322.5512821,104.8995373
A-005,26,402,25159,322.5512821,104.8995373
A-005,27,312,25159,322.5512821,104.8995373
A-005,28,315,25159,322.5512821,104.8995373
A-005,29,214,25159,322.5512821,104.8995373
A-005,30,361,25159,322.5512821,104.8995373
A-005,31,392,25159,322.5512821,104.8995373
A-005,32,314,25159,322.5512821,104.8995373
A-005,33,279,25159,322.5512821,104.8995373
A-005,34,388,25159,322.5512821,104.8995373
A-005,35,369,25159,322.5512821,104.8995373
A-005,36,361,25159,322.5512821,104.8995373
A-005,37,301,25159,322.5512821,104.8995373
A-005,38,336,25159,322.5512821,104.8995373
A-005,39,295,25159,322.5512821,104.8995373
A-005,40,303,25159,322.5512821,104.8995373
A-005,41,312,25159,322.5512821,104.8995373
A-005,42,610,25159,322.5512821,104.8995373
A-005,43,392,25159,322.5512821,104.8995373
A-005,44,310,25159,322.5512821,104.8995373
A-005,45,286,25159,322.5512821,104.8995373
A-005,46,369,25159,322.5512821,104.8995373
A-005,47,240,25159,322.5512821,104.8995373
A-005,48,257,25159,322.5512821,104.8995373
A-005,49,366,25159,322.5512821,104.8995373
A-005,50,182,25159,322.5512821,104.8995373
A-005,51,29,25159,322.5512821,104.8995373
A-005,52,181,25159,322.5512821,104.8995373
A-005,53,254,25159,322.5512821,104.8995373
A-005,54,244,25159,322.5512821,104.8995373
A-005,55,321,25159,322.5512821,104.8995373
A-005,56,216,25159,322.5512821,104.8995373
A-005,57,258,25159,322.5512821,104.8995373
A-005,58,230,25159,322.5512821,104.8995373
A-005,59,236,25159,322.5512821,104.8995373
A-005,60,434,25159,322.5512821,104.8995373
A-005,61,570,25159,322.5512821,104.8995373
A-005,62,490,25159,322.5512821,104.8995373
A-005,63,374,25159,322.5512821,104.8995373
A-005,64,497,25159,322.5512821,104.8995373
A-005,65,409,25159,322.5512821,104.8995373
A-005,66,159,25159,322.5512821,104.8995373
A-005,67,204,25159,322.5512821,104.8995373
A-005,68,176,25159,322.5512821,104.8995373
A-005,69,576,25159,322.5512821,104.8995373
A-005,70,290,25159,322.5512821,104.8995373
A-005,71,276,25159,322.5512821,104.8995373
A-005,72,206,25159,322.5512821,104.8995373
A-005,73,379,25159,322.5512821,104.8995373
A-005,74,233,25159,322.5512821,104.8995373
A-005,75,361,25159,322.5512821,104.8995373
A-005,76,394,25159,322.5512821,104.8995373
A-005,77,140,25159,322.5512821,104.8995373
A-006,0,211,22512,288.6153846,94.3350248
A-006,1,202,22512,288.6153846,94.3350248
A-006,2,264,22512,288.6153846,94.3350248
A-006,3,310,22512,288.6153846,94.3350248
A-006,4,265,22512,288.6153846,94.3350248
A-006,5,121,22512,288.6153846,94.3350248
A-006,6,241,22512,288.6153846,94.3350248
A-006,7,251,22512,288.6153846,94.3350248
A-006,8,423,22512,288.6153846,94.3350248
A-006,9,331,22512,288.6153846,94.3350248
A-006,10,307,22512,288.6153846,94.3350248
A-006,11,280,22512,288.6153846,94.3350248
A-006,12,234,22512,288.6153846,94.3350248
A-006,13,278,22512,288.6153846,94.3350248
A-006,14,224,22512,288.6153846,94.3350248
A-006,15,203,22512,288.6153846,94.3350248
A-006,16,290,22512,288.6153846,94.3350248
A-006,17,284,22512,288.6153846,94.3350248
A-006,18,292,22512,288.6153846,94.3350248
A-006,19,287,22512,288.6153846,94.3350248
A-006,20,214,22512,288.6153846,94.3350248
A-006,21,286,22512,288.6153846,94.3350248
A-006,22,215,22512,288.6153846,94.3350248
A-006,23,196,22512,288.6153846,94.3350248
A-006,24,286,22512,288.6153846,94.3350248
A-006,25,267,22512,288.6153846,94.3350248
A-006,26,264,22512,288.6153846,94.3350248
A-006,27,276,22512,288.6153846,94.3350248
A-006,28,271,22512,288.6153846,94.3350248
A-006,29,166,22512,288.6153846,94.3350248
A-006,30,256,22512,288.6153846,94.3350248
A-006,31,269,22512,288.6153846,94.3350248
A-006,32,273,22512,288.6153846,94.3350248
A-006,33,265,22512,288.6153846,94.3350248
A-006,34,283,22512,288.6153846,94.3350248
A-006,35,318,22512,288.6153846,94.3350248
A-006,36,309,22512,288.6153846,94.3350248
A-006,37,223,22512,288.6153846,94.3350248
A-006,38,359,22512,288.6153846,94.3350248
A-006,39,296,22512,288.6153846,94.3350248
A-006,40,327,22512,288.6153846,94.3350248
A-006,41,330,22512,288.6153846,94.3350248
A-006,42,306,22512,288.6153846,94.3350248
A-006,43,446,22512,288.6153846,94.3350248
A-006,44,302,22512,288.6153846,94.3350248
A-006,45,255,22512,288.6153846,94.3350248
A-006,46,371,22512,288.6153846,94.3350248
A-006,47,529,22512,288.6153846,94.3350248
A-006,48,311,22512,288.6153846,94.3350248
A-006,49,700,22512,288.6153846,94.3350248
A-006,50,300,22512,288.6153846,94.3350248
A-006,51,26,22512,288.6153846,94.3350248
A-006,52,234,22512,288.6153846,94.3350248
A-006,53,249,22512,288.6153846,94.3350248
A-006,54,217,22512,288.6153846,94.3350248
A-006,55,259,22512,288.6153846,94.3350248
A-006,56,303,22512,288.6153846,94.3350248
A-006,57,248,22512,288.6153846,94.3350248
A-006,58,291,22512,288.6153846,94.3350248
A-006,59,231,22512,288.6153846,94.3350248
A-006,60,333,22512,288.6153846,94.3350248
A-006,61,406,22512,288.6153846,94.3350248
A-006,62,417,22512,288.6153846,94.3350248
A-006,63,324,22512,288.6153846,94.3350248
A-006,64,508,22512,288.6153846,94.3350248
A-006,65,434,22512,288.6153846,94.3350248
A-006,66,201,22512,288.6153846,94.3350248
A-006,67,320,22512,288.6153846,94.3350248
A-006,68,203,22512,288.6153846,94.3350248
A-006,69,248,22512,288.6153846,94.3350248
A-006,70,284,22512,288.6153846,94.3350248
A-006,71,230,22512,288.6153846,94.3350248
A-006,72,281,22512,288.6153846,94.3350248
A-006,73,289,22512,288.6153846,94.3350248
A-006,74,299,22512,288.6153846,94.3350248
A-006,75,473,22512,288.6153846,94.3350248
A-006,76,356,22512,288.6153846,94.3350248
A-006,77,81,22512,288.6153846,94.3350248
A-007,0,0,426,5.461538462,3.969665195
A-007,1,0,426,5.461538462,3.969665195
A-007,2,8,426,5.461538462,3.969665195
A-007,3,3,426,5.461538462,3.969665195
A-007,4,1,426,5.461538462,3.969665195
A-007,5,1,426,5.461538462,3.969665195
A-007,6,1,426,5.461538462,3.969665195
A-007,7,4,426,5.461538462,3.969665195
A-007,8,2,426,5.461538462,3.969665195
A-007,9,5,426,5.461538462,3.969665195
A-007,10,2,426,5.461538462,3.969665195
A-007,11,0,426,5.461538462,3.969665195
A-007,12,1,426,5.461538462,3.969665195
A-007,13,2,426,5.461538462,3.969665195
A-007,14,5,426,5.461538462,3.969665195
A-007,15,1,426,5.461538462,3.969665195
A-007,16,4,426,5.461538462,3.969665195
A-007,17,2,426,5.461538462,3.969665195
A-007,18,4,426,5.461538462,3.969665195
A-007,19,2,426,5.461538462,3.969665195
A-007,20,6,426,5.461538462,3.969665195
A-007,21,6,426,5.461538462,3.969665195
A-007,22,9,426,5.461538462,3.969665195
A-007,23,3,426,5.461538462,3.969665195
A-007,24,5,426,5.461538462,3.969665195
A-007,25,2,426,5.461538462,3.969665195
A-007,26,1,426,5.461538462,3.969665195
A-007,27,2,426,5.461538462,3.969665195
A-007,28,2,426,5.461538462,3.969665195
A-007,29,6,426,5.461538462,3.969665195
A-007,30,5,426,5.461538462,3.969665195
A-007,31,7,426,5.461538462,3.969665195
A-007,32,6,426,5.461538462,3.969665195
A-007,33,17,426,5.461538462,3.969665195
A-007,34,1,426,5.461538462,3.969665195
A-007,35,0,426,5.461538462,3.969665195
A-007,36,1,426,5.461538462,3.969665195
A-007,37,3,426,5.461538462,3.969665195
A-007,38,1,426,5.461538462,3.969665195
A-007,39,6,426,5.461538462,3.969665195
A-007,40,8,426,5.461538462,3.969665195
A-007,41,7,426,5.461538462,3.969665195
A-007,42,13,426,5.461538462,3.969665195
A-007,43,10,426,5.461538462,3.969665195
A-007,44,5,426,5.461538462,3.969665195
A-007,45,9,426,5.461538462,3.969665195
A-007,46,5,426,5.461538462,3.969665195
A-007,47,14,426,5.461538462,3.969665195
A-007,48,9,426,5.461538462,3.969665195
A-007,49,9,426,5.461538462,3.969665195
A-007,50,14,426,5.461538462,3.969665195
A-007,51,0,426,5.461538462,3.969665195
A-007,52,4,426,5.461538462,3.969665195
A-007,53,7,426,5.461538462,3.969665195
A-007,54,5,426,5.461538462,3.969665195
A-007,55,8,426,5.461538462,3.969665195
A-007,56,5,426,5.461538462,3.969665195
A-007,57,5,426,5.461538462,3.969665195
A-007,58,3,426,5.461538462,3.969665195
A-007,59,6,426,5.461538462,3.969665195
A-007,60,8,426,5.461538462,3.969665195
A-007,61,2,426,5.461538462,3.969665195
A-007,62,8,426,5.461538462,3.969665195
A-007,63,11,426,5.461538462,3.969665195
A-007,64,13,426,5.461538462,3.969665195
A-007,65,16,426,5.461538462,3.969665195
A-007,66,9,426,5.461538462,3.969665195
A-007,67,7,426,5.461538462,3.969665195
A-007,68,4,426,5.461538462,3.969665195
A-007,69,3,426,5.461538462,3.969665195
A-007,70,4,426,5.461538462,3.969665195
A-007,71,7,426,5.461538462,3.969665195
A-007,72,7,426,5.461538462,3.969665195
A-007,73,7,426,5.461538462,3.969665195
A-007,74,10,426,5.461538462,3.969665195
A-007,75,10,426,5.461538462,3.969665195
A-007,76,7,426,5.461538462,3.969665195
A-007,77,10,426,5.461538462,3.969665195
A-008,0,477,30850,395.5128205,140.7477936
A-008,1,438,30850,395.5128205,140.7477936
A-008,2,370,30850,395.5128205,140.7477936
A-008,3,281,30850,395.5128205,140.7477936
A-008,4,386,30850,395.5128205,140.7477936
A-008,5,314,30850,395.5128205,140.7477936
A-008,6,298,30850,395.5128205,140.7477936
A-008,7,433,30850,395.5128205,140.7477936
A-008,8,636,30850,395.5128205,140.7477936
A-008,9,454,30850,395.5128205,140.7477936
A-008,10,445,30850,395.5128205,140.7477936
A-008,11,314,30850,395.5128205,140.7477936
A-008,12,337,30850,395.5128205,140.7477936
A-008,13,350,30850,395.5128205,140.7477936
A-008,14,313,30850,395.5128205,140.7477936
A-008,15,400,30850,395.5128205,140.7477936
A-008,16,492,30850,395.5128205,140.7477936
A-008,17,465,30850,395.5128205,140.7477936
A-008,18,698,30850,395.5128205,140.7477936
A-008,19,456,30850,395.5128205,140.7477936
A-008,20,383,30850,395.5128205,140.7477936
A-008,21,385,30850,395.5128205,140.7477936
A-008,22,339,30850,395.5128205,140.7477936
A-008,23,327,30850,395.5128205,140.7477936
A-008,24,528,30850,395.5128205,140.7477936
A-008,25,431,30850,395.5128205,140.7477936
A-008,26,473,30850,395.5128205,140.7477936
A-008,27,398,30850,395.5128205,140.7477936
A-008,28,345,30850,395.5128205,140.7477936
A-008,29,260,30850,395.5128205,140.7477936
A-008,30,355,30850,395.5128205,140.7477936
A-008,31,439,30850,395.5128205,140.7477936
A-008,32,403,30850,395.5128205,140.7477936
A-008,33,300,30850,395.5128205,140.7477936
A-008,34,393,30850,395.5128205,140.7477936
A-008,35,322,30850,395.5128205,140.7477936
A-008,36,257,30850,395.5128205,140.7477936
A-008,37,199,30850,395.5128205,140.7477936
A-008,38,467,30850,395.5128205,140.7477936
A-008,39,423,30850,395.5128205,140.7477936
A-008,40,405,30850,395.5128205,140.7477936
A-008,41,540,30850,395.5128205,140.7477936
A-008,42,333,30850,395.5128205,140.7477936
A-008,43,321,30850,395.5128205,140.7477936
A-008,44,459,30850,395.5128205,140.7477936
A-008,45,196,30850,395.5128205,140.7477936
A-008,46,220,30850,395.5128205,140.7477936
A-008,47,158,30850,395.5128205,140.7477936
A-008,48,453,30850,395.5128205,140.7477936
A-008,49,641,30850,395.5128205,140.7477936
A-008,50,327,30850,395.5128205,140.7477936
A-008,51,31,30850,395.5128205,140.7477936
A-008,52,286,30850,395.5128205,140.7477936
A-008,53,505,30850,395.5128205,140.7477936
A-008,54,136,30850,395.5128205,140.7477936
A-008,55,173,30850,395.5128205,140.7477936
A-008,56,160,30850,395.5128205,140.7477936
A-008,57,509,30850,395.5128205,140.7477936
A-008,58,272,30850,395.5128205,140.7477936
A-008,59,300,30850,395.5128205,140.7477936
A-008,60,725,30850,395.5128205,140.7477936
A-008,61,572,30850,395.5128205,140.7477936
A-008,62,631,30850,395.5128205,140.7477936
A-008,63,505,30850,395.5128205,140.7477936
A-008,64,724,30850,395.5128205,140.7477936
A-008,65,569,30850,395.5128205,140.7477936
A-008,66,256,30850,395.5128205,140.7477936
A-008,67,417,30850,395.5128205,140.7477936
A-008,68,260,30850,395.5128205,140.7477936
A-008,69,457,30850,395.5128205,140.7477936
A-008,70,428,30850,395.5128205,140.7477936
A-008,71,523,30850,395.5128205,140.7477936
A-008,72,497,30850,395.5128205,140.7477936
